cxn,num_attr,position,syn_comp,sem_rel,person,num_pp,gender,style,Noun
wo,2,l,o,kinsh,3,pl,f,lit,mom
w,1,na,na,kinsh,1,sing,na,lit,daughter
w,1,na,o,kinsh,1,sing,na,lit,daughter
w,1,na,o,kinsh,1,sing,na,lit,daughter
w,1,na,o,kinsh,1,sing,na,lit,daughter
w,1,na,s,kinsh,1,sing,na,lit,daughter
w,1,na,s,kinsh,1,sing,na,news,daughter
w,1,na,s,kinsh,1,sing,na,news,daughter
w,1,na,o,kinsh,1,sing,na,news,daughter
w,1,na,o,kinsh,1,sing,na,news,daughter
w,1,na,o,kinsh,1,sing,na,news,daughter
w,1,na,o,kinsh,2,sing,na,lit,daughter
w,1,na,s,kinsh,2,sing,na,lit,daughter
w,1,na,na,kinsh,2,sing,na,lit,daughter
w,1,na,o,kinsh,2,sing,na,lit,daughter
w,1,na,o,kinsh,2,sing,na,lit,daughter
w,1,na,o,kinsh,2,sing,na,news,daughter
w,1,na,o,kinsh,2,sing,na,news,daughter
w,1,na,o,kinsh,2,sing,na,news,daughter
w,1,na,o,kinsh,2,sing,na,news,daughter
w,1,na,o,kinsh,2,sing,na,news,daughter
w,1,na,o,kinsh,3,sing,m,lit,daughter
w,1,na,s,kinsh,3,sing,m,lit,daughter
w,1,na,o,kinsh,3,sing,m,lit,daughter
w,1,na,o,kinsh,3,sing,m,lit,daughter
w,1,na,o,kinsh,3,sing,m,lit,daughter
w,1,na,s,kinsh,3,sing,m,news,daughter
w,1,na,s,kinsh,3,sing,m,news,daughter
w,1,na,s,kinsh,3,sing,m,news,daughter
w,1,na,s,kinsh,3,sing,m,news,daughter
w,1,na,s,kinsh,3,sing,f,lit,daughter
w,1,na,o,kinsh,3,sing,f,lit,daughter
w,1,na,o,kinsh,3,sing,f,lit,daughter
w,1,na,o,kinsh,3,sing,f,lit,daughter
w,1,na,o,kinsh,3,sing,f,lit,daughter
w,1,na,s,kinsh,3,sing,f,news,daughter
w,1,na,o,kinsh,3,sing,f,news,daughter
w,1,na,s,kinsh,3,sing,f,news,daughter
w,1,na,o,kinsh,3,sing,f,news,daughter
w,1,na,s,kinsh,1,pl,na,lit,daughter
w,1,na,o,kinsh,1,pl,na,lit,daughter
w,1,na,o,kinsh,1,pl,na,lit,daughter
w,1,na,o,kinsh,1,pl,na,lit,daughter
w,1,na,o,kinsh,1,pl,na,lit,daughter
w,1,na,o,kinsh,1,pl,na,news,daughter
w,1,na,o,kinsh,1,pl,na,news,daughter
w,1,na,o,kinsh,1,pl,na,news,daughter
w,1,na,o,kinsh,1,pl,na,news,daughter
w,1,na,s,kinsh,2,pl,na,lit,daughter
w,1,na,o,kinsh,2,pl,na,lit,daughter
w,1,na,o,kinsh,2,pl,na,lit,daughter
w,1,na,o,kinsh,2,pl,na,lit,daughter
w,1,na,s,kinsh,2,pl,na,lit,daughter
w,1,na,o,kinsh,2,pl,na,news,daughter
w,1,na,s,kinsh,2,pl,na,news,daughter
w,1,na,o,kinsh,2,pl,na,news,daughter
w,1,na,o,kinsh,2,pl,na,news,daughter
w,1,na,na,kinsh,2,pl,na,news,daughter
w,1,na,o,kinsh,3,pl,m,lit,daughter
w,1,na,o,kinsh,3,pl,m,lit,daughter
w,1,na,o,kinsh,3,pl,m,lit,daughter
w,1,na,o,kinsh,3,pl,m,lit,daughter
w,1,na,o,kinsh,3,pl,m,lit,daughter
w,1,na,o,kinsh,3,pl,m,news,daughter
w,1,na,s,kinsh,3,pl,m,news,daughter
w,1,na,s,kinsh,3,pl,m,news,daughter
w,1,na,o,kinsh,3,pl,m,news,daughter
w,1,na,o,kinsh,3,pl,m,news,daughter
w,1,na,na,kinsh,3,pl,f,lit,daughter
w,1,na,o,kinsh,3,pl,f,lit,daughter
w,1,na,s,kinsh,3,pl,f,lit,daughter
w,1,na,o,kinsh,3,pl,f,news,daughter
w,1,na,s,kinsh,3,pl,f,news,daughter
w,1,na,na,kinsh,3,pl,f,news,daughter
wo,1,na,s,kinsh,1,sing,na,lit,daughter
wo,1,na,o,kinsh,1,sing,na,lit,daughter
wo,1,na,s,kinsh,1,sing,na,lit,daughter
wo,1,na,o,kinsh,1,sing,na,lit,daughter
wo,1,na,o,kinsh,1,sing,na,lit,daughter
wo,1,na,s,kinsh,1,sing,na,news,daughter
wo,1,na,s,kinsh,1,sing,na,news,daughter
wo,1,na,s,kinsh,1,sing,na,news,daughter
wo,1,na,s,kinsh,1,sing,na,news,daughter
wo,1,na,s,kinsh,1,sing,na,news,daughter
wo,1,na,o,kinsh,2,sing,na,lit,daughter
wo,1,na,o,kinsh,2,sing,na,lit,daughter
wo,1,na,o,kinsh,2,sing,na,lit,daughter
wo,1,na,o,kinsh,2,sing,na,lit,daughter
wo,1,na,o,kinsh,2,sing,na,lit,daughter
wo,1,na,o,kinsh,2,sing,na,news,daughter
wo,1,na,o,kinsh,2,sing,na,news,daughter
wo,1,na,o,kinsh,2,sing,na,news,daughter
wo,1,na,s,kinsh,2,sing,na,news,daughter
wo,1,na,s,kinsh,2,sing,na,news,daughter
wo,2,l,o,kinsh,3,sing,m,lit,daughter
wo,1,na,o,kinsh,3,sing,m,lit,daughter
wo,2,l,o,kinsh,3,sing,m,lit,daughter
wo,1,na,na,kinsh,3,sing,m,lit,daughter
wo,1,na,o,kinsh,3,sing,m,lit,daughter
wo,1,na,s,kinsh,3,sing,m,news,daughter
wo,m,l,o,kinsh,3,sing,m,news,daughter
wo,1,na,o,kinsh,3,sing,m,news,daughter
wo,1,na,o,kinsh,3,sing,m,news,daughter
wo,1,na,na,kinsh,3,sing,f,lit,daughter
wo,1,na,o,kinsh,3,sing,f,lit,daughter
wo,1,na,o,kinsh,3,sing,f,lit,daughter
wo,1,na,o,kinsh,3,sing,f,lit,daughter
wo,1,na,o,kinsh,3,sing,f,lit,daughter
wo,1,na,s,kinsh,3,sing,f,news,daughter
wo,1,na,s,kinsh,3,sing,f,news,daughter
wo,2,l,o,kinsh,3,sing,f,news,daughter
wo,1,na,na,kinsh,3,sing,f,news,daughter
wo,1,na,o,kinsh,3,sing,f,news,daughter
wo,1,na,s,kinsh,1,pl,na,lit,daughter
wo,1,na,s,kinsh,1,pl,na,lit,daughter
wo,1,na,o,kinsh,1,pl,na,lit,daughter
wo,2,l,o,kinsh,1,pl,na,lit,daughter
wo,1,na,s,kinsh,1,pl,na,news,daughter
wo,1,na,s,kinsh,1,pl,na,news,daughter
wo,1,na,o,kinsh,1,pl,na,news,daughter
wo,1,na,s,kinsh,1,pl,na,news,daughter
wo,2,l,na,kinsh,1,pl,na,news,daughter
wo,1,na,o,kinsh,3,pl,m,lit,daughter
wo,1,na,o,kinsh,3,pl,m,lit,daughter
wo,1,na,na,kinsh,3,pl,m,lit,daughter
wo,2,l,o,kinsh,3,pl,m,lit,daughter
wo,1,na,na,kinsh,3,pl,m,news,daughter
wo,m,l,o,kinsh,3,pl,m,news,daughter
wo,2,l,o,kinsh,3,pl,m,news,daughter
wo,m,l,na,kinsh,3,pl,m,news,daughter
wo,1,na,na,kinsh,3,pl,m,news,daughter
w,1,na,o,whlpt,1,sing,na,lit,hand
w,1,na,o,whlpt,1,sing,na,lit,hand
w,1,na,o,whlpt,1,sing,na,lit,hand
w,1,na,o,whlpt,1,sing,na,lit,hand
w,1,na,o,whlpt,1,sing,na,lit,hand
w,1,na,o,whlpt,1,sing,na,news,hand
w,1,na,o,whlpt,1,sing,na,news,hand
w,1,na,o,whlpt,1,sing,na,news,hand
w,1,na,o,whlpt,1,sing,na,news,hand
w,1,na,o,whlpt,1,sing,na,news,hand
w,1,na,o,whlpt,2,sing,na,lit,hand
w,1,na,o,whlpt,2,sing,na,lit,hand
w,1,na,o,whlpt,2,sing,na,lit,hand
w,1,na,o,whlpt,2,sing,na,lit,hand
w,1,na,s,whlpt,2,sing,na,lit,hand
w,1,na,o,whlpt,2,sing,na,news,hand
w,1,na,o,whlpt,2,sing,na,news,hand
w,1,na,o,whlpt,2,sing,na,news,hand
w,1,na,o,whlpt,2,sing,na,news,hand
w,1,na,na,whlpt,2,sing,na,news,hand
w,1,na,o,whlpt,3,sing,m,lit,hand
w,1,na,o,whlpt,3,sing,m,lit,hand
w,1,na,o,whlpt,3,sing,m,lit,hand
w,1,na,o,whlpt,3,sing,m,lit,hand
w,1,na,o,whlpt,3,sing,m,news,hand
w,1,na,o,whlpt,3,sing,m,news,hand
w,1,na,s,whlpt,3,sing,m,news,hand
w,1,na,s,whlpt,3,sing,m,news,hand
w,1,na,na,whlpt,3,sing,m,news,hand
w,1,na,o,whlpt,3,sing,m,news,hand
w,1,na,o,whlpt,3,sing,f,lit,hand
w,1,na,o,whlpt,3,sing,f,lit,hand
w,1,na,o,whlpt,3,sing,f,lit,hand
w,1,na,o,whlpt,3,sing,f,lit,hand
w,1,na,o,whlpt,3,sing,f,lit,hand
w,1,na,o,whlpt,3,sing,f,news,hand
w,1,na,o,whlpt,3,sing,f,news,hand
w,1,na,o,whlpt,3,sing,f,news,hand
w,1,na,s,whlpt,3,sing,f,news,hand
w,1,na,na,whlpt,1,pl,na,lit,hand
w,1,na,o,whlpt,1,pl,na,lit,hand
w,1,na,o,whlpt,1,pl,na,lit,hand
w,1,na,o,whlpt,1,pl,na,lit,hand
w,1,na,o,whlpt,1,pl,na,lit,hand
w,1,na,o,whlpt,1,pl,na,news,hand
w,1,na,o,whlpt,1,pl,na,news,hand
w,1,na,o,whlpt,1,pl,na,news,hand
w,1,na,o,whlpt,1,pl,na,news,hand
w,1,na,o,whlpt,1,pl,na,news,hand
w,1,na,o,whlpt,2,pl,na,lit,hand
w,1,na,o,whlpt,2,pl,na,lit,hand
w,1,na,s,whlpt,2,pl,na,lit,hand
w,1,na,o,whlpt,2,pl,na,lit,hand
w,1,na,o,whlpt,2,pl,na,lit,hand
w,1,na,o,whlpt,2,pl,na,news,hand
w,1,na,o,whlpt,2,pl,na,news,hand
w,1,na,o,whlpt,2,pl,na,news,hand
w,1,na,o,whlpt,2,pl,na,news,hand
w,1,na,s,whlpt,2,pl,na,news,hand
w,1,na,o,whlpt,3,pl,m,lit,hand
w,1,na,o,whlpt,3,pl,m,lit,hand
w,1,na,o,whlpt,3,pl,m,lit,hand
w,1,na,o,whlpt,3,pl,m,lit,hand
w,1,na,o,whlpt,3,pl,m,lit,hand
w,1,na,o,whlpt,3,pl,m,news,hand
w,1,na,o,whlpt,3,pl,m,news,hand
w,1,na,o,whlpt,3,pl,m,news,hand
w,1,na,o,whlpt,3,pl,m,news,hand
w,1,na,o,whlpt,3,pl,m,news,hand
w,1,na,o,whlpt,3,pl,f,lit,hand
w,1,na,o,whlpt,3,pl,f,lit,hand
w,1,na,s,whlpt,3,pl,f,lit,hand
w,1,na,o,whlpt,3,pl,f,lit,hand
w,1,na,s,whlpt,3,pl,f,lit,hand
w,1,na,o,whlpt,3,pl,f,news,hand
w,1,na,o,whlpt,3,pl,f,news,hand
w,1,na,o,whlpt,3,pl,f,news,hand
w,1,na,s,whlpt,3,pl,f,news,hand
w,1,na,o,whlpt,3,pl,f,news,hand
wo,1,na,o,whlpt,1,sing,na,lit,hand
wo,1,na,o,whlpt,1,sing,na,lit,hand
wo,1,na,o,whlpt,1,sing,na,lit,hand
wo,1,na,o,whlpt,1,sing,na,lit,hand
wo,1,na,o,whlpt,1,sing,na,lit,hand
wo,1,na,s,whlpt,1,sing,na,news,hand
wo,1,na,o,whlpt,1,sing,na,news,hand
wo,1,na,o,whlpt,1,sing,na,news,hand
wo,1,na,o,whlpt,1,sing,na,news,hand
wo,1,na,o,whlpt,1,sing,na,news,hand
wo,1,na,o,whlpt,2,sing,na,lit,hand
wo,1,na,o,whlpt,2,sing,na,lit,hand
wo,1,na,na,whlpt,2,sing,na,lit,hand
wo,1,na,o,whlpt,2,sing,na,lit,hand
wo,1,na,o,whlpt,2,sing,na,lit,hand
wo,1,na,na,whlpt,2,sing,na,news,hand
wo,1,na,na,whlpt,2,sing,na,news,hand
wo,1,na,na,whlpt,2,sing,na,news,hand
wo,1,na,na,whlpt,2,sing,na,news,hand
wo,1,na,s,whlpt,2,sing,na,news,hand
wo,1,na,o,whlpt,3,sing,m,lit,hand
wo,1,na,o,whlpt,3,sing,m,lit,hand
wo,1,na,o,whlpt,3,sing,m,lit,hand
wo,1,na,o,whlpt,3,sing,m,lit,hand
wo,1,na,o,whlpt,3,sing,m,lit,hand
wo,1,na,s,whlpt,3,sing,m,news,hand
wo,1,na,o,whlpt,3,sing,m,news,hand
wo,1,na,o,whlpt,3,sing,m,news,hand
wo,1,na,o,whlpt,3,sing,m,news,hand
wo,1,na,o,whlpt,3,sing,m,news,hand
wo,1,na,o,whlpt,3,sing,f,lit,hand
wo,1,na,o,whlpt,3,sing,f,lit,hand
wo,1,na,s,whlpt,3,sing,f,lit,hand
wo,1,na,na,whlpt,3,sing,f,lit,hand
wo,1,na,s,whlpt,3,sing,f,lit,hand
wo,1,na,s,whlpt,3,sing,f,news,hand
wo,1,na,o,whlpt,3,sing,f,news,hand
wo,1,na,s,whlpt,3,sing,f,news,hand
wo,1,na,s,whlpt,3,sing,f,news,hand
wo,1,na,o,whlpt,1,pl,na,lit,hand
wo,1,na,o,whlpt,1,pl,na,lit,hand
wo,1,na,o,whlpt,1,pl,na,lit,hand
wo,1,na,o,whlpt,1,pl,na,lit,hand
wo,1,na,o,whlpt,1,pl,na,lit,hand
wo,1,na,o,whlpt,1,pl,na,news,hand
wo,1,na,o,whlpt,1,pl,na,news,hand
wo,1,na,o,whlpt,1,pl,na,news,hand
wo,1,na,o,whlpt,1,pl,na,news,hand
wo,1,na,s,whlpt,2,pl,na,lit,hand
wo,1,na,s,whlpt,2,pl,na,lit,hand
wo,1,na,o,whlpt,2,pl,na,lit,hand
wo,2,l,s,whlpt,2,pl,na,lit,hand
wo,1,na,o,whlpt,2,pl,na,lit,hand
wo,1,na,o,whlpt,2,pl,na,news,hand
wo,1,na,o,whlpt,2,pl,na,news,hand
wo,1,na,o,whlpt,2,pl,na,news,hand
wo,1,na,o,whlpt,2,pl,na,news,hand
wo,1,na,o,whlpt,2,pl,na,news,hand
wo,1,na,o,whlpt,3,pl,m,lit,hand
wo,1,na,o,whlpt,3,pl,m,lit,hand
wo,1,na,o,whlpt,3,pl,m,lit,hand
wo,1,na,o,whlpt,3,pl,m,lit,hand
wo,1,na,o,whlpt,3,pl,m,lit,hand
wo,1,na,s,whlpt,3,pl,m,news,hand
wo,1,na,o,whlpt,3,pl,m,news,hand
wo,1,na,o,whlpt,3,pl,m,news,hand
wo,1,na,o,whlpt,3,pl,m,news,hand
wo,1,na,o,whlpt,3,pl,m,news,hand
wo,1,na,s,whlpt,3,pl,f,lit,hand
wo,1,na,o,whlpt,3,pl,f,lit,hand
wo,1,na,s,whlpt,3,pl,f,lit,hand
wo,1,na,o,whlpt,3,pl,f,lit,hand
wo,1,na,s,whlpt,3,pl,f,lit,hand
wo,1,na,o,whlpt,3,pl,f,news,hand
wo,1,na,s,whlpt,3,pl,f,news,hand
wo,1,na,s,whlpt,3,pl,f,news,hand
wo,1,na,na,whlpt,3,pl,f,news,hand
wo,1,na,s,whlpt,3,pl,f,news,hand
w,1,na,o,assoc,2,sing,na,lit,people
w,1,na,o,assoc,2,sing,na,lit,people
w,1,na,na,assoc,2,sing,na,lit,people
w,1,na,o,assoc,2,sing,na,lit,people
w,1,na,o,assoc,2,sing,na,news,people
w,1,na,o,assoc,2,sing,na,news,people
w,1,na,o,assoc,1,pl,na,lit,people
w,1,na,s,assoc,1,pl,na,lit,people
w,2,r,na,assoc,1,pl,na,lit,people
w,1,na,s,assoc,1,pl,na,news,people
w,1,na,na,assoc,1,pl,na,news,people
w,1,na,s,assoc,1,pl,na,news,people
w,1,na,o,assoc,2,pl,na,lit,people
w,1,na,o,assoc,2,pl,na,news,people
w,1,na,s,assoc,2,pl,na,news,people
w,1,na,o,assoc,3,pl,m,lit,people
w,1,na,o,assoc,3,pl,m,lit,people
w,1,na,o,assoc,3,pl,m,news,people
w,1,na,o,assoc,3,pl,f,lit,people
wo,1,na,na,assoc,1,pl,na,lit,people
wo,1,na,na,assoc,1,pl,na,news,people
wo,1,na,s,assoc,2,pl,na,lit,people
wo,1,na,na,assoc,2,pl,na,news,people
wo,1,na,s,assoc,3,pl,m,lit,people
wo,1,na,s,assoc,3,pl,m,lit,people
w,1,na,o,whlpt,1,sing,na,lit,heart
w,1,na,o,whlpt,1,sing,na,lit,heart
w,1,na,o,whlpt,1,sing,na,lit,heart
w,1,na,o,whlpt,1,sing,na,lit,heart
w,1,na,o,whlpt,1,sing,na,lit,heart
w,1,na,o,whlpt,1,sing,na,news,heart
w,1,na,o,whlpt,1,sing,na,news,heart
w,1,na,o,whlpt,1,sing,na,news,heart
w,1,na,o,whlpt,1,sing,na,news,heart
w,1,na,o,whlpt,2,sing,na,lit,heart
w,1,na,o,whlpt,2,sing,na,lit,heart
w,1,na,o,whlpt,2,sing,na,lit,heart
w,1,na,o,whlpt,2,sing,na,lit,heart
w,1,na,o,whlpt,2,sing,na,lit,heart
w,1,na,o,whlpt,2,sing,na,news,heart
w,1,na,o,whlpt,2,sing,na,news,heart
w,1,na,o,whlpt,2,sing,na,news,heart
w,1,na,na,whlpt,2,sing,na,news,heart
w,1,na,o,whlpt,3,sing,m,lit,heart
w,1,na,s,whlpt,3,sing,m,lit,heart
w,1,na,o,whlpt,3,sing,m,lit,heart
w,1,na,s,whlpt,3,sing,m,lit,heart
w,1,na,o,whlpt,3,sing,m,lit,heart
w,1,na,o,whlpt,3,sing,m,news,heart
w,1,na,na,whlpt,3,sing,m,news,heart
w,1,na,o,whlpt,3,sing,m,news,heart
w,1,na,na,whlpt,3,sing,m,news,heart
w,1,na,o,whlpt,3,sing,m,news,heart
w,1,na,o,whlpt,3,sing,f,lit,heart
w,1,na,o,whlpt,3,sing,f,lit,heart
w,1,na,o,whlpt,3,sing,f,lit,heart
w,1,na,s,whlpt,3,sing,f,lit,heart
w,1,na,o,whlpt,3,sing,f,lit,heart
w,1,na,o,whlpt,3,sing,f,news,heart
w,1,na,o,whlpt,3,sing,f,news,heart
w,1,na,o,whlpt,3,sing,f,news,heart
w,1,na,o,whlpt,3,sing,f,news,heart
w,1,na,o,whlpt,1,pl,na,lit,heart
w,1,na,o,whlpt,1,pl,na,lit,heart
w,1,na,o,whlpt,1,pl,na,lit,heart
w,1,na,o,whlpt,1,pl,na,lit,heart
w,1,na,o,whlpt,1,pl,na,lit,heart
w,1,na,o,whlpt,1,pl,na,news,heart
w,1,na,s,whlpt,1,pl,na,news,heart
w,1,na,o,whlpt,1,pl,na,news,heart
w,1,na,s,whlpt,1,pl,na,news,heart
w,1,na,o,whlpt,1,pl,na,news,heart
w,1,na,o,whlpt,2,pl,na,lit,heart
w,1,na,o,whlpt,2,pl,na,lit,heart
w,1,na,o,whlpt,2,pl,na,lit,heart
w,1,na,o,whlpt,2,pl,na,lit,heart
w,1,na,o,whlpt,2,pl,na,news,heart
w,1,na,o,whlpt,2,pl,na,news,heart
w,1,na,o,whlpt,2,pl,na,news,heart
w,1,na,o,whlpt,2,pl,na,news,heart
w,1,na,o,whlpt,3,pl,m,lit,heart
w,1,na,s,whlpt,3,pl,m,lit,heart
w,1,na,o,whlpt,3,pl,m,lit,heart
w,1,na,o,whlpt,3,pl,m,lit,heart
w,1,na,o,whlpt,3,pl,m,news,heart
w,1,na,o,whlpt,3,pl,m,news,heart
w,1,na,o,whlpt,3,pl,m,news,heart
w,1,na,s,whlpt,3,pl,m,news,heart
w,1,na,o,whlpt,3,pl,f,lit,heart
w,1,na,o,whlpt,3,pl,f,lit,heart
w,1,na,o,whlpt,3,pl,f,lit,heart
w,1,na,o,whlpt,3,pl,f,lit,heart
w,1,na,o,whlpt,3,pl,f,lit,heart
w,1,na,o,whlpt,3,pl,f,news,heart
w,1,na,o,whlpt,3,pl,f,news,heart
w,1,na,o,whlpt,3,pl,f,news,heart
w,1,na,o,whlpt,3,pl,f,news,heart
w,1,na,o,whlpt,3,pl,f,news,heart
wo,1,na,o,whlpt,1,sing,na,lit,heart
wo,1,na,o,whlpt,1,sing,na,lit,heart
wo,1,na,o,whlpt,1,sing,na,lit,heart
wo,1,na,o,whlpt,1,sing,na,lit,heart
wo,1,na,o,whlpt,1,sing,na,lit,heart
wo,1,na,o,whlpt,1,sing,na,news,heart
wo,1,na,o,whlpt,1,sing,na,news,heart
wo,1,na,o,whlpt,1,sing,na,news,heart
wo,1,na,na,whlpt,1,sing,na,news,heart
wo,1,na,o,whlpt,1,sing,na,news,heart
wo,1,na,o,whlpt,2,sing,na,lit,heart
wo,1,na,o,whlpt,2,sing,na,lit,heart
wo,1,na,s,whlpt,2,sing,na,lit,heart
wo,1,na,s,whlpt,2,sing,na,lit,heart
wo,1,na,s,whlpt,2,sing,na,lit,heart
wo,1,na,o,whlpt,2,sing,na,news,heart
wo,1,na,o,whlpt,2,sing,na,news,heart
wo,1,na,na,whlpt,2,sing,na,news,heart
wo,1,na,s,whlpt,3,sing,m,lit,heart
wo,1,na,s,whlpt,3,sing,m,lit,heart
wo,1,na,na,whlpt,3,sing,m,lit,heart
wo,1,na,s,whlpt,3,sing,m,lit,heart
wo,1,na,s,whlpt,3,sing,m,lit,heart
wo,1,na,s,whlpt,3,sing,m,news,heart
wo,1,na,s,whlpt,3,sing,m,news,heart
wo,1,na,na,whlpt,3,sing,m,news,heart
wo,1,na,s,whlpt,3,sing,m,news,heart
wo,1,na,o,whlpt,3,sing,f,lit,heart
wo,1,na,s,whlpt,3,sing,f,lit,heart
wo,1,na,o,whlpt,3,sing,f,lit,heart
wo,1,na,o,whlpt,3,sing,f,lit,heart
wo,1,na,o,whlpt,3,sing,f,lit,heart
wo,1,na,o,whlpt,3,sing,f,news,heart
wo,1,na,s,whlpt,3,sing,f,news,heart
wo,1,na,s,whlpt,3,sing,f,news,heart
wo,1,na,s,whlpt,3,sing,f,news,heart
wo,1,na,s,whlpt,3,sing,f,news,heart
wo,1,na,o,whlpt,1,pl,na,lit,heart
wo,1,na,o,whlpt,1,pl,na,lit,heart
wo,1,na,na,whlpt,1,pl,na,lit,heart
wo,1,na,o,whlpt,1,pl,na,lit,heart
wo,1,na,o,whlpt,1,pl,na,lit,heart
wo,1,na,o,whlpt,1,pl,na,news,heart
wo,1,na,o,whlpt,1,pl,na,news,heart
wo,1,na,s,whlpt,2,pl,na,lit,heart
wo,1,na,s,whlpt,2,pl,na,lit,heart
wo,1,na,s,whlpt,2,pl,na,lit,heart
wo,1,na,s,whlpt,2,pl,na,lit,heart
wo,1,na,o,whlpt,2,pl,na,lit,heart
wo,1,na,s,whlpt,2,pl,na,news,heart
wo,m,l,o,whlpt,2,pl,na,news,heart
wo,1,na,s,whlpt,2,pl,na,news,heart
wo,1,na,s,whlpt,2,pl,na,news,heart
wo,1,na,s,whlpt,3,pl,m,lit,heart
wo,1,na,s,whlpt,3,pl,m,lit,heart
wo,1,na,o,whlpt,3,pl,m,lit,heart
wo,1,na,s,whlpt,3,pl,m,lit,heart
wo,1,na,o,whlpt,3,pl,m,lit,heart
wo,1,na,o,whlpt,3,pl,m,news,heart
wo,1,na,o,whlpt,3,pl,m,news,heart
wo,1,na,o,whlpt,3,pl,m,news,heart
wo,1,na,o,whlpt,3,pl,m,news,heart
wo,1,na,o,whlpt,3,pl,m,news,heart
wo,2,l,o,whlpt,3,pl,f,lit,heart
wo,m,l,s,whlpt,3,pl,f,lit,heart
wo,1,na,s,whlpt,3,pl,f,lit,heart
wo,1,na,s,whlpt,3,pl,f,lit,heart
wo,1,na,s,whlpt,3,pl,f,lit,heart
wo,1,na,o,whlpt,3,pl,f,news,heart
wo,1,na,s,whlpt,3,pl,f,news,heart
wo,1,na,o,whlpt,3,pl,f,news,heart
w,1,na,o,attr,1,sing,na,lit,body
w,1,na,o,attr,1,sing,na,lit,body
w,1,na,o,attr,1,sing,na,lit,body
w,1,na,s,attr,1,sing,na,lit,body
w,1,na,s,attr,1,sing,na,lit,body
w,1,na,o,attr,1,sing,na,news,body
w,1,na,o,attr,1,sing,na,news,body
w,1,na,s,attr,1,sing,na,news,body
w,1,na,o,attr,1,sing,na,news,body
w,1,na,o,attr,1,sing,na,news,body
w,1,na,s,attr,2,sing,na,lit,body
w,1,na,o,attr,2,sing,na,lit,body
w,1,na,s,attr,2,sing,na,lit,body
w,1,na,o,attr,2,sing,na,lit,body
w,1,na,o,attr,2,sing,na,lit,body
w,1,na,s,attr,2,sing,na,news,body
w,1,na,s,attr,2,sing,na,news,body
w,1,na,s,attr,2,sing,na,news,body
w,1,na,s,attr,2,sing,na,news,body
w,1,na,o,attr,3,sing,m,lit,body
w,1,na,s,attr,3,sing,m,lit,body
w,1,na,o,attr,3,sing,m,lit,body
w,1,na,o,attr,3,sing,m,lit,body
w,1,na,s,attr,3,sing,m,lit,body
w,1,na,o,attr,3,sing,m,news,body
w,2,l,o,attr,3,sing,m,news,body
w,1,na,o,attr,3,sing,m,news,body
w,1,na,o,attr,3,sing,m,news,body
w,1,na,o,attr,3,sing,m,news,body
w,1,na,s,attr,3,sing,f,lit,body
w,1,na,o,attr,3,sing,f,lit,body
w,1,na,s,attr,3,sing,f,lit,body
w,1,na,o,attr,3,sing,f,lit,body
w,1,na,s,attr,3,sing,f,news,body
w,1,na,o,attr,3,sing,f,news,body
w,1,na,o,attr,3,sing,f,news,body
w,1,na,o,attr,3,sing,f,news,body
w,1,na,o,attr,3,sing,f,news,body
w,1,na,o,attr,1,pl,na,lit,body
w,1,na,o,attr,1,pl,na,lit,body
w,1,na,na,attr,1,pl,na,lit,body
w,1,na,s,attr,1,pl,na,lit,body
w,1,na,o,attr,1,pl,na,lit,body
w,1,na,na,attr,1,pl,na,news,body
w,1,na,o,attr,1,pl,na,news,body
w,1,na,o,attr,1,pl,na,news,body
w,1,na,o,attr,1,pl,na,news,body
w,1,na,o,attr,1,pl,na,news,body
w,1,na,s,attr,2,pl,na,lit,body
w,1,na,o,attr,2,pl,na,lit,body
w,1,na,na,attr,2,pl,na,lit,body
w,1,na,o,attr,2,pl,na,lit,body
w,1,na,o,attr,2,pl,na,lit,body
w,1,na,o,attr,2,pl,na,news,body
w,1,na,na,attr,2,pl,na,news,body
w,1,na,o,attr,2,pl,na,news,body
w,1,na,s,attr,2,pl,na,news,body
w,2,l,o,attr,2,pl,na,news,body
w,1,na,o,attr,3,pl,m,lit,body
w,1,na,s,attr,3,pl,m,lit,body
w,1,na,o,attr,3,pl,m,lit,body
w,1,na,o,attr,3,pl,m,lit,body
w,1,na,o,attr,3,pl,m,lit,body
w,1,na,s,attr,3,pl,m,news,body
w,1,na,o,attr,3,pl,m,news,body
w,1,na,o,attr,3,pl,m,news,body
w,2,l,o,attr,3,pl,m,news,body
w,1,na,o,attr,3,pl,m,news,body
w,1,na,o,attr,3,pl,f,lit,body
w,1,na,o,attr,3,pl,f,lit,body
w,1,na,o,attr,3,pl,f,lit,body
w,1,na,s,attr,3,pl,f,lit,body
w,1,na,s,attr,3,pl,f,lit,body
w,1,na,o,attr,3,pl,f,news,body
w,2,l,o,attr,3,pl,f,news,body
w,1,na,o,attr,3,pl,f,news,body
w,1,na,o,attr,3,pl,f,news,body
w,1,na,o,attr,3,pl,f,news,body
wo,1,na,o,attr,1,sing,na,lit,body
wo,2,l,s,attr,1,sing,na,lit,body
wo,m,l,o,attr,1,sing,na,lit,body
wo,1,na,s,attr,1,sing,na,lit,body
wo,1,na,s,attr,1,sing,na,lit,body
wo,1,na,na,attr,1,sing,na,news,body
wo,1,na,na,attr,1,sing,na,news,body
wo,1,na,s,attr,1,sing,na,news,body
wo,1,na,s,attr,1,sing,na,news,body
wo,1,na,s,attr,1,sing,na,news,body
