cxn,num_attr,position,syn_comp,sem_rel,person,num_pp,gender,style,Noun
wo,1,na,na,attr,2,sing,na,lit,body
wo,1,na,s,attr,2,sing,na,lit,body
wo,1,na,s,attr,2,sing,na,lit,body
wo,m,l,o,attr,2,sing,na,lit,body
wo,m,l,o,attr,2,sing,na,lit,body
wo,1,na,s,attr,2,sing,na,news,body
wo,1,na,s,attr,2,sing,na,news,body
wo,1,na,na,attr,2,sing,na,news,body
wo,1,na,s,attr,2,sing,na,news,body
wo,1,na,o,attr,3,sing,m,lit,body
wo,2,l,s,attr,3,sing,m,lit,body
wo,1,na,s,attr,3,sing,m,lit,body
wo,1,na,s,attr,3,sing,m,lit,body
wo,1,na,s,attr,3,sing,m,lit,body
wo,2,l,na,attr,3,sing,m,news,body
wo,1,na,na,attr,3,sing,m,news,body
wo,1,na,na,attr,3,sing,m,news,body
wo,2,l,o,attr,3,sing,m,news,body
wo,1,na,o,attr,3,sing,f,lit,body
wo,1,na,o,attr,3,sing,f,lit,body
wo,1,na,o,attr,3,sing,f,lit,body
wo,1,na,o,attr,3,sing,f,lit,body
wo,1,na,o,attr,3,sing,f,lit,body
wo,1,na,o,attr,3,sing,f,news,body
wo,1,na,s,attr,3,sing,f,news,body
wo,1,na,s,attr,3,sing,f,news,body
wo,1,na,o,attr,3,sing,f,news,body
wo,2,l,o,attr,3,sing,f,news,body
wo,1,na,na,attr,1,pl,na,lit,body
wo,2,l,s,attr,1,pl,na,lit,body
wo,1,na,o,attr,1,pl,na,lit,body
wo,m,l,na,attr,1,pl,na,lit,body
wo,1,na,na,attr,1,pl,na,lit,body
wo,1,na,o,attr,1,pl,na,news,body
wo,m,l,o,attr,1,pl,na,news,body
wo,m,l,o,attr,1,pl,na,news,body
wo,1,na,s,attr,1,pl,na,news,body
wo,1,na,s,attr,1,pl,na,news,body
wo,1,na,na,attr,2,pl,na,lit,body
wo,1,na,s,attr,3,pl,m,lit,body
wo,1,na,o,attr,3,pl,m,lit,body
wo,1,na,s,attr,3,pl,m,lit,body
wo,2,l,o,attr,3,pl,m,lit,body
wo,2,l,o,attr,3,pl,m,lit,body
wo,1,na,o,attr,3,pl,m,news,body
wo,2,l,na,attr,3,pl,m,news,body
wo,m,l,o,attr,3,pl,m,news,body
wo,1,na,na,attr,3,pl,m,news,body
wo,1,na,s,attr,3,pl,m,news,body
wo,m,l,o,attr,3,pl,f,lit,body
wo,m,l,o,attr,3,pl,f,lit,body
wo,1,na,na,attr,3,pl,f,lit,body
wo,m,l,s,attr,3,pl,f,lit,body
wo,1,na,s,attr,3,pl,f,lit,body
wo,2,l,s,attr,3,pl,f,news,body
w,1,na,o,whlpt,1,sing,na,lit,face
w,1,na,o,whlpt,1,sing,na,lit,face
w,1,na,o,whlpt,1,sing,na,lit,face
w,1,na,o,whlpt,1,sing,na,lit,face
w,1,na,o,whlpt,1,sing,na,lit,face
w,1,na,o,whlpt,1,sing,na,news,face
w,1,na,s,whlpt,1,sing,na,news,face
w,1,na,s,whlpt,1,sing,na,news,face
w,1,na,o,whlpt,1,sing,na,news,face
w,1,na,o,whlpt,2,sing,na,lit,face
w,1,na,o,whlpt,2,sing,na,lit,face
w,1,na,o,whlpt,2,sing,na,lit,face
w,1,na,s,whlpt,2,sing,na,lit,face
w,1,na,s,whlpt,2,sing,na,lit,face
w,1,na,o,whlpt,2,sing,na,news,face
w,1,na,o,whlpt,2,sing,na,news,face
w,1,na,o,whlpt,2,sing,na,news,face
w,1,na,o,whlpt,2,sing,na,news,face
w,1,na,o,whlpt,2,sing,na,news,face
w,1,na,o,whlpt,3,sing,m,lit,face
w,1,na,o,whlpt,3,sing,m,lit,face
w,1,na,o,whlpt,3,sing,m,lit,face
w,1,na,o,whlpt,3,sing,m,lit,face
w,1,na,o,whlpt,3,sing,m,lit,face
w,1,na,o,whlpt,3,sing,m,news,face
w,1,na,o,whlpt,3,sing,m,news,face
w,1,na,o,whlpt,3,sing,m,news,face
w,1,na,o,whlpt,3,sing,m,news,face
w,1,na,s,whlpt,3,sing,m,news,face
w,1,na,o,whlpt,3,sing,f,lit,face
w,1,na,o,whlpt,3,sing,f,lit,face
w,1,na,o,whlpt,3,sing,f,lit,face
w,1,na,o,whlpt,3,sing,f,lit,face
w,1,na,s,whlpt,3,sing,f,lit,face
w,1,na,s,whlpt,3,sing,f,news,face
w,1,na,o,whlpt,3,sing,f,news,face
w,1,na,o,whlpt,3,sing,f,news,face
w,1,na,s,whlpt,1,pl,na,lit,face
w,1,na,o,whlpt,1,pl,na,lit,face
w,1,na,o,whlpt,1,pl,na,lit,face
w,1,na,o,whlpt,1,pl,na,lit,face
w,1,na,o,whlpt,1,pl,na,lit,face
w,1,na,o,whlpt,1,pl,na,news,face
w,1,na,o,whlpt,1,pl,na,news,face
w,1,na,s,whlpt,1,pl,na,news,face
w,1,na,o,whlpt,1,pl,na,news,face
w,1,na,o,whlpt,1,pl,na,news,face
w,1,na,o,whlpt,2,pl,na,lit,face
w,1,na,o,whlpt,2,pl,na,lit,face
w,1,na,o,whlpt,2,pl,na,lit,face
w,1,na,s,whlpt,2,pl,na,lit,face
w,1,na,s,whlpt,2,pl,na,news,face
w,1,na,o,whlpt,2,pl,na,news,face
w,1,na,s,whlpt,2,pl,na,news,face
w,1,na,na,whlpt,2,pl,na,news,face
w,1,na,s,whlpt,2,pl,na,news,face
w,1,na,o,whlpt,3,pl,m,lit,face
w,1,na,o,whlpt,3,pl,m,lit,face
w,1,na,o,whlpt,3,pl,m,lit,face
w,1,na,na,whlpt,3,pl,m,lit,face
w,1,na,na,whlpt,3,pl,m,lit,face
w,1,na,o,whlpt,3,pl,m,news,face
w,1,na,s,whlpt,3,pl,m,news,face
w,1,na,s,whlpt,3,pl,m,news,face
w,1,na,o,whlpt,3,pl,m,news,face
w,1,na,o,whlpt,3,pl,m,news,face
w,1,na,o,whlpt,3,pl,f,lit,face
w,1,na,o,whlpt,3,pl,f,lit,face
w,1,na,o,whlpt,3,pl,f,lit,face
w,1,na,o,whlpt,3,pl,f,lit,face
w,1,na,o,whlpt,3,pl,f,lit,face
w,1,na,o,whlpt,3,pl,f,news,face
w,1,na,o,whlpt,3,pl,f,news,face
w,1,na,o,whlpt,3,pl,f,news,face
w,1,na,s,whlpt,3,pl,f,news,face
w,1,na,o,whlpt,3,pl,f,news,face
wo,1,na,o,whlpt,1,sing,na,lit,face
wo,1,na,o,whlpt,1,sing,na,lit,face
wo,1,na,o,whlpt,1,sing,na,lit,face
wo,1,na,o,whlpt,1,sing,na,lit,face
wo,1,na,s,whlpt,1,sing,na,lit,face
wo,1,na,o,whlpt,1,sing,na,news,face
wo,1,na,o,whlpt,1,sing,na,news,face
wo,1,na,s,whlpt,1,sing,na,news,face
wo,1,na,s,whlpt,1,sing,na,news,face
wo,1,na,s,whlpt,1,sing,na,news,face
wo,1,na,o,whlpt,2,sing,na,lit,face
wo,1,na,o,whlpt,2,sing,na,lit,face
wo,1,na,o,whlpt,2,sing,na,lit,face
wo,1,na,o,whlpt,2,sing,na,lit,face
wo,1,na,o,whlpt,2,sing,na,lit,face
wo,1,na,s,whlpt,2,sing,na,news,face
wo,1,na,na,whlpt,2,sing,na,news,face
wo,1,na,na,whlpt,2,sing,na,news,face
wo,1,na,s,whlpt,2,sing,na,news,face
wo,1,na,o,whlpt,2,sing,na,news,face
wo,1,na,na,whlpt,3,sing,m,lit,face
wo,1,na,s,whlpt,3,sing,m,lit,face
wo,1,na,s,whlpt,3,sing,m,lit,face
wo,1,na,s,whlpt,3,sing,m,lit,face
wo,1,na,s,whlpt,3,sing,m,lit,face
wo,1,na,s,whlpt,3,sing,m,news,face
wo,1,na,na,whlpt,3,sing,m,news,face
wo,1,na,s,whlpt,3,sing,m,news,face
wo,1,na,na,whlpt,3,sing,m,news,face
wo,1,na,o,whlpt,3,sing,m,news,face
wo,1,na,o,whlpt,3,sing,f,lit,face
wo,1,na,s,whlpt,3,sing,f,lit,face
wo,1,na,s,whlpt,3,sing,f,lit,face
wo,1,na,na,whlpt,3,sing,f,lit,face
wo,1,na,o,whlpt,3,sing,f,lit,face
wo,1,na,s,whlpt,3,sing,f,news,face
wo,1,na,s,whlpt,3,sing,f,news,face
wo,1,na,s,whlpt,3,sing,f,news,face
wo,1,na,s,whlpt,3,sing,f,news,face
wo,1,na,o,whlpt,3,sing,f,news,face
wo,1,na,o,whlpt,1,pl,na,lit,face
wo,1,na,o,whlpt,1,pl,na,lit,face
wo,1,na,o,whlpt,1,pl,na,lit,face
wo,1,na,o,whlpt,1,pl,na,lit,face
wo,1,na,o,whlpt,1,pl,na,lit,face
wo,1,na,o,whlpt,1,pl,na,news,face
wo,1,na,o,whlpt,1,pl,na,news,face
wo,1,na,o,whlpt,1,pl,na,news,face
wo,1,na,s,whlpt,1,pl,na,news,face
wo,1,na,o,whlpt,2,pl,na,lit,face
wo,1,na,s,whlpt,2,pl,na,lit,face
wo,2,l,o,whlpt,2,pl,na,lit,face
wo,2,l,o,whlpt,2,pl,na,lit,face
wo,m,l,s,whlpt,2,pl,na,lit,face
wo,1,na,na,whlpt,2,pl,na,news,face
wo,1,na,na,whlpt,2,pl,na,news,face
wo,1,na,o,whlpt,2,pl,na,news,face
wo,1,na,s,whlpt,2,pl,na,news,face
wo,m,l,s,whlpt,2,pl,na,news,face
wo,1,na,o,whlpt,3,pl,m,lit,face
wo,1,na,o,whlpt,3,pl,m,lit,face
wo,1,na,o,whlpt,3,pl,m,lit,face
wo,1,na,o,whlpt,3,pl,m,lit,face
wo,1,na,o,whlpt,3,pl,m,lit,face
wo,1,na,s,whlpt,3,pl,m,news,face
wo,1,na,o,whlpt,3,pl,m,news,face
wo,1,na,o,whlpt,3,pl,m,news,face
wo,1,na,o,whlpt,3,pl,m,news,face
wo,1,na,o,whlpt,3,pl,f,lit,face
wo,1,na,s,whlpt,3,pl,f,lit,face
wo,1,na,o,whlpt,3,pl,f,lit,face
wo,1,na,s,whlpt,3,pl,f,lit,face
wo,1,na,o,whlpt,3,pl,f,lit,face
wo,1,na,s,whlpt,3,pl,f,news,face
wo,1,na,o,whlpt,3,pl,f,news,face
wo,m,l,s,whlpt,3,pl,f,news,face
wo,m,l,o,whlpt,3,pl,f,news,face
wo,1,na,s,whlpt,3,pl,f,news,face
w,1,na,o,attr,1,sing,na,lit,inner heart
w,1,na,s,attr,1,sing,na,lit,inner heart
w,1,na,o,attr,1,sing,na,lit,inner heart
w,1,na,o,attr,1,sing,na,lit,inner heart
w,1,na,o,attr,1,sing,na,lit,inner heart
w,1,na,s,attr,1,sing,na,news,inner heart
w,1,na,o,attr,1,sing,na,news,inner heart
w,1,na,o,attr,1,sing,na,news,inner heart
w,1,na,s,attr,1,sing,na,news,inner heart
w,1,na,na,attr,1,sing,na,news,inner heart
w,1,na,o,attr,2,sing,na,lit,inner heart
w,1,na,s,attr,2,sing,na,lit,inner heart
w,1,na,s,attr,2,sing,na,lit,inner heart
w,2,l,o,attr,2,sing,na,lit,inner heart
w,2,l,s,attr,2,sing,na,lit,inner heart
w,1,na,o,attr,2,sing,na,news,inner heart
w,1,na,o,attr,2,sing,na,news,inner heart
w,1,na,o,attr,2,sing,na,news,inner heart
w,2,l,o,attr,2,sing,na,news,inner heart
w,2,l,na,attr,2,sing,na,news,inner heart
w,1,na,o,attr,3,sing,m,lit,inner heart
w,1,na,o,attr,3,sing,m,lit,inner heart
w,1,na,o,attr,3,sing,m,lit,inner heart
w,1,na,o,attr,3,sing,m,lit,inner heart
w,1,na,o,attr,3,sing,m,lit,inner heart
w,m,l,o,attr,3,sing,m,news,inner heart
w,1,na,o,attr,3,sing,m,news,inner heart
w,1,na,o,attr,3,sing,m,news,inner heart
w,1,na,o,attr,3,sing,m,news,inner heart
w,1,na,o,attr,3,sing,m,news,inner heart
w,1,na,o,attr,3,sing,f,lit,inner heart
w,1,na,o,attr,3,sing,f,lit,inner heart
w,1,na,o,attr,3,sing,f,lit,inner heart
w,1,na,o,attr,3,sing,f,lit,inner heart
w,1,na,o,attr,3,sing,f,lit,inner heart
w,1,na,o,attr,3,sing,f,news,inner heart
w,1,na,s,attr,3,sing,f,news,inner heart
w,1,na,s,attr,3,sing,f,news,inner heart
w,1,na,s,attr,3,sing,f,news,inner heart
w,2,l,o,attr,3,sing,f,news,inner heart
w,1,na,o,attr,1,pl,na,lit,inner heart
w,1,na,o,attr,1,pl,na,lit,inner heart
w,1,na,o,attr,1,pl,na,lit,inner heart
w,1,na,o,attr,1,pl,na,lit,inner heart
w,2,l,s,attr,1,pl,na,lit,inner heart
w,1,na,o,attr,1,pl,na,news,inner heart
w,1,na,o,attr,1,pl,na,news,inner heart
w,1,na,o,attr,1,pl,na,news,inner heart
w,1,na,o,attr,1,pl,na,news,inner heart
w,1,na,o,attr,1,pl,na,news,inner heart
w,1,na,o,attr,2,pl,na,lit,inner heart
w,1,na,o,attr,2,pl,na,lit,inner heart
w,1,na,na,attr,2,pl,na,lit,inner heart
w,1,na,s,attr,2,pl,na,lit,inner heart
w,1,na,o,attr,3,pl,m,lit,inner heart
w,1,na,o,attr,3,pl,m,lit,inner heart
w,1,na,o,attr,3,pl,m,lit,inner heart
w,1,na,s,attr,3,pl,m,lit,inner heart
w,2,l,s,attr,3,pl,m,lit,inner heart
w,1,na,o,attr,3,pl,m,news,inner heart
w,1,na,o,attr,3,pl,m,news,inner heart
w,1,na,s,attr,3,pl,m,news,inner heart
w,1,na,na,attr,3,pl,m,news,inner heart
w,2,l,o,attr,3,pl,m,news,inner heart
w,1,na,o,attr,3,pl,f,lit,inner heart
w,2,l,o,attr,3,pl,f,lit,inner heart
w,2,l,o,attr,3,pl,f,lit,inner heart
w,2,l,o,attr,3,pl,f,lit,inner heart
w,1,na,na,attr,3,pl,f,lit,inner heart
w,2,l,o,attr,3,pl,f,news,inner heart
w,2,l,s,attr,3,pl,f,news,inner heart
w,2,l,na,attr,3,pl,f,news,inner heart
w,2,l,o,attr,3,pl,f,news,inner heart
wo,1,na,o,attr,1,sing,na,lit,inner heart
wo,1,na,o,attr,1,sing,na,lit,inner heart
wo,1,na,na,attr,1,sing,na,lit,inner heart
wo,1,na,s,attr,1,sing,na,lit,inner heart
wo,1,na,na,attr,1,sing,na,lit,inner heart
wo,1,na,s,attr,1,sing,na,news,inner heart
wo,1,na,s,attr,1,sing,na,news,inner heart
wo,1,na,s,attr,1,sing,na,news,inner heart
wo,1,na,s,attr,1,sing,na,news,inner heart
wo,1,na,s,attr,1,sing,na,news,inner heart
wo,1,na,na,attr,2,sing,na,lit,inner heart
wo,2,l,o,attr,2,sing,na,lit,inner heart
wo,m,l,o,attr,2,sing,na,lit,inner heart
wo,1,na,s,attr,2,sing,na,lit,inner heart
wo,1,na,o,attr,2,sing,na,lit,inner heart
wo,1,na,o,attr,2,sing,na,news,inner heart
wo,m,l,o,attr,2,sing,na,news,inner heart
wo,1,na,s,attr,2,sing,na,news,inner heart
wo,1,na,na,attr,2,sing,na,news,inner heart
wo,1,na,na,attr,2,sing,na,news,inner heart
wo,1,na,o,attr,3,sing,m,lit,inner heart
wo,1,na,o,attr,3,sing,m,lit,inner heart
wo,1,na,s,attr,3,sing,m,lit,inner heart
wo,1,na,s,attr,3,sing,m,lit,inner heart
wo,1,na,s,attr,3,sing,m,lit,inner heart
wo,1,na,s,attr,3,sing,m,news,inner heart
wo,1,na,na,attr,3,sing,m,news,inner heart
wo,1,na,na,attr,3,sing,m,news,inner heart
wo,1,na,s,attr,3,sing,m,news,inner heart
wo,1,na,s,attr,3,sing,f,lit,inner heart
wo,1,na,s,attr,3,sing,f,lit,inner heart
wo,1,na,s,attr,3,sing,f,lit,inner heart
wo,1,na,s,attr,3,sing,f,lit,inner heart
wo,1,na,s,attr,3,sing,f,lit,inner heart
wo,1,na,s,attr,3,sing,f,news,inner heart
wo,1,na,s,attr,3,sing,f,news,inner heart
wo,1,na,s,attr,3,sing,f,news,inner heart
wo,m,l,o,attr,3,sing,f,news,inner heart
wo,1,na,o,attr,1,pl,na,lit,inner heart
wo,1,na,o,attr,1,pl,na,lit,inner heart
wo,m,l,s,attr,1,pl,na,lit,inner heart
wo,1,na,s,attr,1,pl,na,lit,inner heart
wo,1,na,na,attr,1,pl,na,lit,inner heart
wo,1,na,o,attr,1,pl,na,news,inner heart
wo,1,na,o,attr,1,pl,na,news,inner heart
wo,1,na,na,attr,1,pl,na,news,inner heart
wo,1,na,s,attr,1,pl,na,news,inner heart
wo,1,na,na,attr,1,pl,na,news,inner heart
wo,2,l,o,attr,2,pl,na,lit,inner heart
wo,2,l,o,attr,2,pl,na,news,inner heart
wo,2,l,o,attr,2,pl,na,news,inner heart
wo,m,l,s,attr,3,pl,m,lit,inner heart
wo,2,l,s,attr,3,pl,m,lit,inner heart
wo,1,na,na,attr,3,pl,m,lit,inner heart
wo,1,na,s,attr,3,pl,m,lit,inner heart
wo,1,na,s,attr,3,pl,m,lit,inner heart
wo,1,na,s,attr,3,pl,m,news,inner heart
wo,1,na,na,attr,3,pl,m,news,inner heart
wo,2,l,s,attr,3,pl,m,news,inner heart
wo,2,l,o,attr,3,pl,m,news,inner heart
wo,2,l,o,attr,3,pl,m,news,inner heart
wo,1,na,na,attr,3,pl,f,lit,inner heart
wo,1,na,s,attr,3,pl,f,lit,inner heart
wo,2,l,o,attr,3,pl,f,lit,inner heart
wo,m,m,o,attr,3,pl,f,lit,inner heart
wo,2,l,o,attr,3,pl,f,lit,inner heart
wo,1,na,na,attr,3,pl,f,news,inner heart
wo,1,na,na,attr,3,pl,f,news,inner heart
wo,1,na,s,attr,3,pl,f,news,inner heart
wo,m,l,o,attr,3,pl,f,news,inner heart
wo,1,na,na,attr,3,pl,f,news,inner heart
w,1,na,o,whlpt,1,sing,na,lit,foot
w,1,na,s,whlpt,1,sing,na,lit,foot
w,2,l,o,whlpt,1,sing,na,lit,foot
w,1,na,s,whlpt,1,sing,na,lit,foot
w,1,na,o,whlpt,1,sing,na,lit,foot
w,1,na,o,whlpt,1,sing,na,news,foot
w,1,na,o,whlpt,1,sing,na,news,foot
w,1,na,o,whlpt,1,sing,na,news,foot
w,1,na,o,whlpt,1,sing,na,news,foot
w,1,na,o,whlpt,2,sing,na,lit,foot
w,1,na,o,whlpt,2,sing,na,lit,foot
w,1,na,o,whlpt,2,sing,na,lit,foot
w,1,na,o,whlpt,2,sing,na,lit,foot
w,1,na,o,whlpt,2,sing,na,lit,foot
w,1,na,o,whlpt,2,sing,na,news,foot
w,1,na,o,whlpt,2,sing,na,news,foot
w,1,na,o,whlpt,2,sing,na,news,foot
w,1,na,o,whlpt,2,sing,na,news,foot
w,1,na,o,whlpt,2,sing,na,news,foot
w,1,na,o,whlpt,3,sing,m,lit,foot
w,1,na,o,whlpt,3,sing,m,lit,foot
w,1,na,o,whlpt,3,sing,m,lit,foot
w,1,na,o,whlpt,3,sing,m,lit,foot
w,1,na,o,whlpt,3,sing,m,lit,foot
w,1,na,o,whlpt,3,sing,m,news,foot
w,1,na,o,whlpt,3,sing,m,news,foot
w,1,na,o,whlpt,3,sing,m,news,foot
w,1,na,o,whlpt,3,sing,m,news,foot
w,1,na,o,whlpt,3,sing,f,lit,foot
w,1,na,s,whlpt,3,sing,f,lit,foot
w,1,na,o,whlpt,3,sing,f,lit,foot
w,1,na,o,whlpt,3,sing,f,lit,foot
w,1,na,s,whlpt,3,sing,f,lit,foot
w,1,na,o,whlpt,3,sing,f,news,foot
w,1,na,o,whlpt,3,sing,f,news,foot
w,1,na,s,whlpt,3,sing,f,news,foot
w,1,na,o,whlpt,3,sing,f,news,foot
w,1,na,o,whlpt,3,sing,f,news,foot
w,1,na,o,whlpt,1,pl,na,lit,foot
w,1,na,o,whlpt,1,pl,na,lit,foot
w,1,na,o,whlpt,1,pl,na,lit,foot
w,1,na,o,whlpt,1,pl,na,lit,foot
w,1,na,s,whlpt,1,pl,na,lit,foot
w,1,na,o,whlpt,1,pl,na,news,foot
w,1,na,o,whlpt,1,pl,na,news,foot
w,1,na,s,whlpt,1,pl,na,news,foot
w,1,na,o,whlpt,1,pl,na,news,foot
w,1,na,o,whlpt,1,pl,na,news,foot
w,1,na,o,whlpt,2,pl,na,lit,foot
w,1,na,s,whlpt,2,pl,na,lit,foot
w,1,na,o,whlpt,2,pl,na,lit,foot
w,1,na,o,whlpt,2,pl,na,lit,foot
w,1,na,o,whlpt,2,pl,na,news,foot
w,1,na,o,whlpt,2,pl,na,news,foot
w,1,na,o,whlpt,2,pl,na,news,foot
w,1,na,o,whlpt,2,pl,na,news,foot
w,1,na,o,whlpt,3,pl,m,lit,foot
w,1,na,o,whlpt,3,pl,m,lit,foot
w,1,na,o,whlpt,3,pl,m,lit,foot
w,1,na,o,whlpt,3,pl,m,lit,foot
w,1,na,o,whlpt,3,pl,m,lit,foot
w,1,na,o,whlpt,3,pl,m,news,foot
w,1,na,o,whlpt,3,pl,m,news,foot
w,1,na,o,whlpt,3,pl,m,news,foot
w,1,na,o,whlpt,3,pl,m,news,foot
w,1,na,s,whlpt,3,pl,m,news,foot
w,1,na,o,whlpt,3,pl,f,lit,foot
w,1,na,s,whlpt,3,pl,f,lit,foot
w,1,na,o,whlpt,3,pl,f,lit,foot
w,1,na,o,whlpt,3,pl,f,lit,foot
w,1,na,o,whlpt,3,pl,f,lit,foot
w,1,na,o,whlpt,3,pl,f,news,foot
w,1,na,s,whlpt,3,pl,f,news,foot
w,1,na,o,whlpt,3,pl,f,news,foot
w,1,na,o,whlpt,3,pl,f,news,foot
w,1,na,o,whlpt,3,pl,f,news,foot
wo,1,na,s,whlpt,1,sing,na,lit,foot
wo,1,na,s,whlpt,1,sing,na,lit,foot
wo,1,na,o,whlpt,1,sing,na,lit,foot
wo,1,na,o,whlpt,1,sing,na,lit,foot
wo,1,na,s,whlpt,1,sing,na,lit,foot
wo,1,na,s,whlpt,1,sing,na,news,foot
wo,1,na,na,whlpt,1,sing,na,news,foot
wo,1,na,o,whlpt,1,sing,na,news,foot
wo,1,na,s,whlpt,1,sing,na,news,foot
wo,1,na,o,whlpt,2,sing,na,lit,foot
wo,1,na,o,whlpt,2,sing,na,lit,foot
wo,1,na,s,whlpt,2,sing,na,lit,foot
wo,1,na,s,whlpt,2,sing,na,lit,foot
wo,1,na,s,whlpt,2,sing,na,lit,foot
wo,1,na,o,whlpt,2,sing,na,news,foot
wo,1,na,s,whlpt,2,sing,na,news,foot
wo,1,na,s,whlpt,2,sing,na,news,foot
wo,1,na,s,whlpt,2,sing,na,news,foot
wo,1,na,s,whlpt,3,sing,m,lit,foot
wo,1,na,o,whlpt,3,sing,m,lit,foot
wo,1,na,s,whlpt,3,sing,m,lit,foot
wo,1,na,na,whlpt,3,sing,m,lit,foot
wo,1,na,s,whlpt,3,sing,m,lit,foot
wo,1,na,s,whlpt,3,sing,m,news,foot
wo,1,na,s,whlpt,3,sing,m,news,foot
wo,1,na,na,whlpt,3,sing,m,news,foot
wo,1,na,s,whlpt,3,sing,m,news,foot
wo,1,na,o,whlpt,3,sing,f,lit,foot
wo,1,na,o,whlpt,3,sing,f,lit,foot
wo,1,na,s,whlpt,3,sing,f,lit,foot
wo,1,na,o,whlpt,3,sing,f,lit,foot
wo,1,na,o,whlpt,3,sing,f,lit,foot
wo,1,na,s,whlpt,3,sing,f,news,foot
wo,1,na,s,whlpt,3,sing,f,news,foot
wo,1,na,na,whlpt,3,sing,f,news,foot
wo,1,na,o,whlpt,3,sing,f,news,foot
wo,1,na,o,whlpt,1,pl,na,lit,foot
wo,1,na,na,whlpt,1,pl,na,lit,foot
wo,1,na,o,whlpt,1,pl,na,lit,foot
wo,1,na,o,whlpt,1,pl,na,lit,foot
wo,1,na,o,whlpt,1,pl,na,lit,foot
wo,2,l,o,whlpt,1,pl,na,news,foot
wo,1,na,o,whlpt,1,pl,na,news,foot
wo,1,na,o,whlpt,1,pl,na,news,foot
wo,1,na,o,whlpt,1,pl,na,news,foot
wo,1,na,o,whlpt,1,pl,na,news,foot
wo,1,na,o,whlpt,2,pl,na,lit,foot
wo,1,na,s,whlpt,2,pl,na,lit,foot
wo,1,na,o,whlpt,2,pl,na,lit,foot
wo,1,na,o,whlpt,2,pl,na,lit,foot
wo,1,na,s,whlpt,2,pl,na,news,foot
wo,1,na,s,whlpt,2,pl,na,news,foot
wo,m,l,o,whlpt,2,pl,na,news,foot
wo,2,l,s,whlpt,2,pl,na,news,foot
wo,1,na,s,whlpt,3,pl,m,lit,foot
wo,1,na,s,whlpt,3,pl,m,lit,foot
wo,2,l,s,whlpt,3,pl,m,lit,foot
wo,2,l,s,whlpt,3,pl,m,lit,foot
wo,2,l,o,whlpt,3,pl,m,lit,foot
wo,1,na,s,whlpt,3,pl,m,news,foot
wo,1,na,s,whlpt,3,pl,m,news,foot
wo,1,na,s,whlpt,3,pl,m,news,foot
wo,1,na,s,whlpt,3,pl,m,news,foot
wo,1,na,s,whlpt,3,pl,m,news,foot
wo,2,l,o,whlpt,3,pl,f,lit,foot
wo,1,na,s,whlpt,3,pl,f,lit,foot
wo,1,na,o,whlpt,3,pl,f,lit,foot
wo,1,na,s,whlpt,3,pl,f,lit,foot
wo,1,na,o,whlpt,3,pl,f,lit,foot
wo,1,na,s,whlpt,3,pl,f,news,foot
wo,2,l,o,whlpt,3,pl,f,news,foot
wo,2,l,s,whlpt,3,pl,f,news,foot
wo,1,na,o,whlpt,3,pl,f,news,foot
wo,1,na,o,whlpt,3,pl,f,news,foot
w,1,na,o,attr,1,sing,na,lit,thought
w,1,na,o,attr,1,sing,na,lit,thought
w,1,na,o,attr,1,sing,na,lit,thought
w,1,na,s,attr,1,sing,na,lit,thought
w,1,na,o,attr,1,sing,na,lit,thought
w,1,na,na,attr,1,sing,na,news,thought
w,1,na,o,attr,1,sing,na,news,thought
w,1,na,o,attr,1,sing,na,news,thought
w,1,na,na,attr,1,sing,na,news,thought
w,1,na,o,attr,1,sing,na,news,thought
w,1,na,o,attr,2,sing,na,lit,thought
w,1,na,o,attr,2,sing,na,lit,thought
w,1,na,o,attr,2,sing,na,lit,thought
w,1,na,o,attr,2,sing,na,lit,thought
w,1,na,o,attr,2,sing,na,lit,thought
w,1,na,na,attr,2,sing,na,news,thought
w,1,na,o,attr,2,sing,na,news,thought
w,1,na,s,attr,2,sing,na,news,thought
w,1,na,s,attr,2,sing,na,news,thought
w,1,na,o,attr,2,sing,na,news,thought
w,1,na,s,attr,3,sing,m,lit,thought
w,1,na,na,attr,3,sing,m,lit,thought
w,1,na,s,attr,3,sing,m,lit,thought
w,1,na,o,attr,3,sing,m,lit,thought
w,1,na,o,attr,3,sing,m,lit,thought
w,1,na,s,attr,3,sing,m,news,thought
w,1,na,s,attr,3,sing,m,news,thought
w,1,na,s,attr,3,sing,m,news,thought
w,1,na,o,attr,3,sing,m,news,thought
w,1,na,o,attr,3,sing,f,lit,thought
w,1,na,s,attr,3,sing,f,lit,thought
w,1,na,o,attr,3,sing,f,lit,thought
w,1,na,o,attr,3,sing,f,lit,thought
w,1,na,s,attr,3,sing,f,lit,thought
w,1,na,na,attr,3,sing,f,news,thought
w,1,na,s,attr,3,sing,f,news,thought
w,1,na,o,attr,3,sing,f,news,thought
w,1,na,s,attr,1,pl,na,lit,thought
w,1,na,o,attr,1,pl,na,lit,thought
w,1,na,o,attr,1,pl,na,lit,thought
w,1,na,o,attr,1,pl,na,lit,thought
w,1,na,o,attr,1,pl,na,lit,thought
w,1,na,o,attr,1,pl,na,news,thought
w,1,na,s,attr,1,pl,na,news,thought
w,1,na,o,attr,1,pl,na,news,thought
w,1,na,na,attr,1,pl,na,news,thought
w,2,l,o,attr,1,pl,na,news,thought
w,1,na,s,attr,2,pl,na,lit,thought
w,1,na,s,attr,2,pl,na,lit,thought
